"Recipient","Year","Import","Regime"
"Honduras","2011",0,"Autocratic"
"Honduras","2012",0,"Autocratic"
"Honduras","2013",20,"Electoral Authoritarian"
"Honduras","2014",13,"Electoral Authoritarian"
"Honduras","2015",8,"Electoral Authoritarian"
"Honduras","2017",10,"Autocratic"
"Honduras","2018",1,"Autocratic"
"Honduras","2019",23,"Autocratic"
"Honduras","2020",0,"Autocratic"
"Honduras","2021",4,"Electoral Authoritarian"
"Uzbekistan","2001",8,"Autocratic"
"Uzbekistan","2002",9,"Autocratic"
"Uzbekistan","2010",30,"Autocratic"
"Uzbekistan","2014",18,"Autocratic"
"Uzbekistan","2015",100,"Autocratic"
"Uzbekistan","2016",55,"Autocratic"
"Uzbekistan","2017",5,"Autocratic"
"Uzbekistan","2018",114,"Autocratic"
"Uzbekistan","2019",77,"Autocratic"
"Uzbekistan","2020",46,"Autocratic"
"Uzbekistan","2021",60,"Autocratic"
"Uzbekistan","2022",22,"Autocratic"
"Uzbekistan","2023",17,"Autocratic"
"Botswana","1977",1,"Democratic"
"Botswana","1978",1,"Democratic"
"Botswana","1979",7,"Democratic"
"Botswana","1980",2,"Democratic"
"Botswana","1981",11,"Democratic"
"Botswana","1985",4,"Democratic"
"Botswana","1987",26,"Democratic"
"Botswana","1988",40,"Democratic"
"Botswana","1989",4,"Democratic"
"Botswana","1990",22,"Democratic"
"Botswana","1991",2,"Democratic"
"Botswana","1992",2,"Democratic"
"Botswana","1993",11,"Democratic"
"Botswana","1995",11,"Democratic"
"Botswana","1996",32,"Democratic"
"Botswana","1997",71,"Democratic"
"Botswana","1998",2,"Democratic"
"Botswana","2000",53,"Democratic"
"Botswana","2001",15,"Democratic"
"Botswana","2002",1,"Democratic"
"Botswana","2003",10,"Democratic"
"Botswana","2004",9,"Democratic"
"Botswana","2009",10,"Democratic"
"Botswana","2010",10,"Democratic"
"Botswana","2012",6,"Democratic"
"Botswana","2013",8,"Democratic"
"Botswana","2016",5,"Democratic"
"Botswana","2018",5,"Democratic"
"Botswana","2019",7,"Minimally Democratic"
"Botswana","2020",71,"Minimally Democratic"
"Botswana","2021",16,"Minimally Democratic"
"Botswana","2022",11,"Minimally Democratic"
"Botswana","2023",1,"Minimally Democratic"
"Latvia","1992",0,"Democratic"
"Latvia","1993",8,"Democratic"
"Latvia","1994",12,"Democratic"
"Latvia","1995",16,"Democratic"
"Latvia","1996",0,"Democratic"
"Latvia","1997",0,"Democratic"
"Latvia","1998",0,"Democratic"
"Latvia","1999",4,"Democratic"
"Latvia","2000",3,"Democratic"
"Latvia","2001",14,"Democratic"
"Latvia","2002",4,"Democratic"
"Latvia","2003",25,"Democratic"
"Latvia","2004",13,"Democratic"
"Latvia","2005",5,"Democratic"
"Latvia","2006",9,"Democratic"
"Latvia","2007",51,"Democratic"
"Latvia","2008",46,"Democratic"
"Latvia","2009",11,"Democratic"
"Latvia","2010",16,"Democratic"
"Latvia","2011",27,"Democratic"
"Latvia","2012",9,"Democratic"
"Latvia","2013",5,"Democratic"
"Latvia","2014",5,"Democratic"
"Latvia","2015",3,"Democratic"
"Latvia","2016",28,"Democratic"
"Latvia","2017",30,"Democratic"
"Latvia","2018",21,"Democratic"
"Latvia","2019",31,"Democratic"
"Latvia","2020",10,"Democratic"
"Latvia","2021",15,"Democratic"
"Latvia","2022",34,"Democratic"
"Latvia","2023",33,"Democratic"
"El Salvador","1950",0,"Autocratic"
"El Salvador","1954",1,"Autocratic"
"El Salvador","1955",1,"Autocratic"
"El Salvador","1957",17,"Autocratic"
"El Salvador","1963",0,"Autocratic"
"El Salvador","1965",1,"Autocratic"
"El Salvador","1966",1,"Autocratic"
"El Salvador","1967",0,"Autocratic"
"El Salvador","1968",20,"Autocratic"
"El Salvador","1969",3,"Autocratic"
"El Salvador","1970",9,"Autocratic"
"El Salvador","1971",1,"Autocratic"
"El Salvador","1973",1,"Autocratic"
"El Salvador","1974",29,"Autocratic"
"El Salvador","1975",46,"Autocratic"
"El Salvador","1976",19,"Autocratic"
"El Salvador","1977",10,"Autocratic"
"El Salvador","1978",3,"Autocratic"
"El Salvador","1979",11,"Autocratic"
"El Salvador","1980",12,"Autocratic"
"El Salvador","1981",5,"Autocratic"
"El Salvador","1982",32,"Autocratic"
"El Salvador","1983",21,"Autocratic"
"El Salvador","1984",66,"Autocratic"
"El Salvador","1985",41,"Autocratic"
"El Salvador","1986",5,"Autocratic"
"El Salvador","1991",21,"Autocratic"
"El Salvador","1992",4,"Electoral Authoritarian"
"El Salvador","1993",2,"Electoral Authoritarian"
"El Salvador","1995",4,"Electoral Authoritarian"
"El Salvador","1996",4,"Electoral Authoritarian"
"El Salvador","1998",2,"Electoral Authoritarian"
"El Salvador","2002",19,"Minimally Democratic"
"El Salvador","2003",10,"Minimally Democratic"
"El Salvador","2008",3,"Democratic"
"El Salvador","2009",2,"Democratic"
"El Salvador","2010",2,"Democratic"
"El Salvador","2011",2,"Democratic"
"El Salvador","2012",4,"Democratic"
"El Salvador","2013",1,"Democratic"
"El Salvador","2014",21,"Democratic"
"El Salvador","2017",1,"Democratic"
"El Salvador","2018",1,"Democratic"
"El Salvador","2019",2,"Democratic"
"El Salvador","2020",4,"Democratic"
"El Salvador","2021",4,"Electoral Authoritarian"
"El Salvador","2022",7,"Electoral Authoritarian"
"El Salvador","2023",5,"Electoral Authoritarian"
"Estonia","1992",2,"Electoral Authoritarian"
"Estonia","1993",3,"Democratic"
"Estonia","1994",15,"Democratic"
"Estonia","1995",17,"Democratic"
"Estonia","1996",1,"Democratic"
"Estonia","1997",13,"Democratic"
"Estonia","1998",4,"Democratic"
"Estonia","1999",1,"Democratic"
"Estonia","2000",27,"Democratic"
"Estonia","2002",2,"Democratic"
"Estonia","2003",14,"Democratic"
"Estonia","2004",11,"Democratic"
"Estonia","2005",26,"Democratic"
"Estonia","2006",4,"Democratic"
"Estonia","2007",18,"Democratic"
"Estonia","2008",28,"Democratic"
"Estonia","2009",42,"Democratic"
"Estonia","2010",13,"Democratic"
"Estonia","2011",1,"Democratic"
"Estonia","2012",2,"Democratic"
"Estonia","2013",18,"Democratic"
"Estonia","2014",2,"Democratic"
"Estonia","2015",18,"Democratic"
"Estonia","2016",29,"Democratic"
"Estonia","2017",33,"Democratic"
"Estonia","2018",17,"Democratic"
"Estonia","2019",18,"Democratic"
"Estonia","2020",25,"Democratic"
"Estonia","2021",20,"Democratic"
"Estonia","2022",18,"Democratic"
"Estonia","2023",18,"Democratic"
"Dominican Republic","1950",2,"Autocratic"
"Dominican Republic","1951",11,"Autocratic"
"Dominican Republic","1952",43,"Autocratic"
"Dominican Republic","1953",21,"Autocratic"
"Dominican Republic","1954",2,"Autocratic"
"Dominican Republic","1955",6,"Autocratic"
"Dominican Republic","1956",7,"Autocratic"
"Dominican Republic","1957",1,"Autocratic"
"Dominican Republic","1958",17,"Autocratic"
"Dominican Republic","1959",4,"Autocratic"
"Dominican Republic","1960",19,"Autocratic"
"Dominican Republic","1961",11,"Autocratic"
"Dominican Republic","1962",0,"Autocratic"
"Dominican Republic","1963",7,"Electoral Authoritarian"
"Dominican Republic","1964",5,"Autocratic"
"Dominican Republic","1965",10,"Autocratic"
"Dominican Republic","1966",9,"Autocratic"
"Dominican Republic","1967",1,"Autocratic"
"Dominican Republic","1968",1,"Autocratic"
"Dominican Republic","1969",0,"Autocratic"
"Dominican Republic","1970",1,"Autocratic"
"Dominican Republic","1971",2,"Autocratic"
"Dominican Republic","1972",7,"Autocratic"
"Dominican Republic","1973",0,"Autocratic"
"Dominican Republic","1975",2,"Autocratic"
"Dominican Republic","1976",12,"Autocratic"
"Dominican Republic","1980",9,"Electoral Authoritarian"
"Dominican Republic","1981",5,"Electoral Authoritarian"
"Dominican Republic","1982",36,"Minimally Democratic"
"Dominican Republic","1984",25,"Minimally Democratic"
"Dominican Republic","1985",2,"Minimally Democratic"
"Dominican Republic","1986",0,"Minimally Democratic"
"Dominican Republic","1988",3,"Minimally Democratic"
"Dominican Republic","1996",4,"Democratic"
"Dominican Republic","1998",6,"Democratic"
"Dominican Republic","1999",1,"Democratic"
"Dominican Republic","2000",13,"Democratic"
"Dominican Republic","2001",5,"Democratic"
"Dominican Republic","2002",0,"Democratic"
"Dominican Republic","2003",8,"Democratic"
"Dominican Republic","2004",35,"Democratic"
"Dominican Republic","2005",2,"Democratic"
"Dominican Republic","2009",10,"Democratic"
"Dominican Republic","2010",51,"Democratic"
"Dominican Republic","2011",12,"Democratic"
"Dominican Republic","2015",1,"Democratic"
"Dominican Republic","2016",0,"Minimally Democratic"
"Dominican Republic","2020",4,"Democratic"
"Dominican Republic","2022",5,"Democratic"
"Dominican Republic","2023",9,"Democratic"
"Mauritania","1960",2,"Autocratic"
"Mauritania","1961",1,"Autocratic"
"Mauritania","1962",1,"Autocratic"
"Mauritania","1963",6,"Autocratic"
"Mauritania","1964",1,"Autocratic"
"Mauritania","1965",1,"Autocratic"
"Mauritania","1970",21,"Autocratic"
"Mauritania","1971",13,"Autocratic"
"Mauritania","1973",1,"Autocratic"
"Mauritania","1974",5,"Autocratic"
"Mauritania","1975",5,"Autocratic"
"Mauritania","1976",15,"Autocratic"
"Mauritania","1977",29,"Autocratic"
"Mauritania","1978",17,"Autocratic"
"Mauritania","1979",24,"Autocratic"
"Mauritania","1981",19,"Autocratic"
"Mauritania","1982",16,"Autocratic"
"Mauritania","1984",0,"Autocratic"
"Mauritania","1985",3,"Autocratic"
"Mauritania","1989",8,"Autocratic"
"Mauritania","1990",16,"Autocratic"
"Mauritania","1991",18,"Autocratic"
"Mauritania","1994",16,"Autocratic"
"Mauritania","1995",3,"Autocratic"
"Mauritania","1996",3,"Autocratic"
"Mauritania","1997",8,"Autocratic"
"Mauritania","1998",4,"Autocratic"
"Mauritania","2000",31,"Autocratic"
"Mauritania","2002",27,"Autocratic"
"Mauritania","2003",7,"Autocratic"
"Mauritania","2010",17,"Electoral Authoritarian"
"Mauritania","2011",5,"Electoral Authoritarian"
"Mauritania","2012",11,"Electoral Authoritarian"
"Mauritania","2014",8,"Electoral Authoritarian"
"Mauritania","2015",1,"Electoral Authoritarian"
"Mauritania","2016",35,"Electoral Authoritarian"
"Mauritania","2018",1,"Electoral Authoritarian"
"Mauritania","2019",34,"Electoral Authoritarian"
"Mauritania","2021",6,"Electoral Authoritarian"
"Guatemala","1951",6,"Electoral Authoritarian"
"Guatemala","1954",2,"Autocratic"
"Guatemala","1955",8,"Autocratic"
"Guatemala","1956",6,"Autocratic"
"Guatemala","1959",5,"Autocratic"
"Guatemala","1960",16,"Autocratic"
"Guatemala","1962",1,"Autocratic"
"Guatemala","1963",7,"Autocratic"
"Guatemala","1964",8,"Autocratic"
"Guatemala","1965",5,"Autocratic"
"Guatemala","1967",1,"Autocratic"
"Guatemala","1968",16,"Autocratic"
"Guatemala","1969",1,"Autocratic"
"Guatemala","1971",46,"Autocratic"
"Guatemala","1972",1,"Autocratic"
"Guatemala","1973",0,"Autocratic"
"Guatemala","1974",15,"Autocratic"
"Guatemala","1975",47,"Autocratic"
"Guatemala","1976",15,"Autocratic"
"Guatemala","1977",1,"Autocratic"
"Guatemala","1978",1,"Autocratic"
"Guatemala","1979",5,"Autocratic"
"Guatemala","1980",8,"Autocratic"
"Guatemala","1981",49,"Autocratic"
"Guatemala","1982",16,"Autocratic"
"Guatemala","1983",1,"Autocratic"
"Guatemala","1984",7,"Autocratic"
"Guatemala","1985",25,"Autocratic"
"Guatemala","1986",2,"Electoral Authoritarian"
"Guatemala","1987",0,"Electoral Authoritarian"
"Guatemala","1988",0,"Electoral Authoritarian"
"Guatemala","1989",4,"Electoral Authoritarian"
"Guatemala","1990",0,"Electoral Authoritarian"
"Guatemala","1991",0,"Electoral Authoritarian"
"Guatemala","1993",13,"Electoral Authoritarian"
"Guatemala","1994",4,"Electoral Authoritarian"
"Guatemala","1995",4,"Electoral Authoritarian"
"Guatemala","1996",2,"Electoral Authoritarian"
"Guatemala","1998",1,"Electoral Authoritarian"
"Guatemala","2008",0,"Democratic"
"Guatemala","2012",2,"Minimally Democratic"
"Guatemala","2015",33,"Democratic"
"Guatemala","2018",4,"Democratic"
"Guatemala","2019",14,"Minimally Democratic"
"Guatemala","2022",10,"Minimally Democratic"
"Guatemala","2023",5,"Minimally Democratic"
"Guinea","1959",18,"Autocratic"
"Guinea","1960",33,"Autocratic"
"Guinea","1961",2,"Autocratic"
"Guinea","1963",0,"Autocratic"
"Guinea","1964",0,"Autocratic"
"Guinea","1965",17,"Autocratic"
"Guinea","1967",6,"Autocratic"
"Guinea","1969",0,"Autocratic"
"Guinea","1970",1,"Autocratic"
"Guinea","1971",4,"Autocratic"
"Guinea","1972",4,"Autocratic"
"Guinea","1973",18,"Autocratic"
"Guinea","1974",24,"Autocratic"
"Guinea","1975",2,"Autocratic"
"Guinea","1976",18,"Autocratic"
"Guinea","1977",8,"Autocratic"
"Guinea","1978",45,"Autocratic"
"Guinea","1979",69,"Autocratic"
"Guinea","1981",1,"Autocratic"
"Guinea","1982",1,"Autocratic"
"Guinea","1983",1,"Autocratic"
"Guinea","1986",39,"Autocratic"
"Guinea","1989",40,"Autocratic"
"Guinea","1990",1,"Autocratic"
"Guinea","1991",1,"Autocratic"
"Guinea","1998",4,"Autocratic"
"Guinea","2000",26,"Autocratic"
"Guinea","2001",6,"Autocratic"
"Guinea","2003",2,"Autocratic"
"Guinea","2005",1,"Autocratic"
"Guinea","2007",0,"Autocratic"
"Guinea","2010",5,"Autocratic"
"Guinea","2011",1,"Electoral Authoritarian"
"Guinea","2012",4,"Electoral Authoritarian"
"Guinea","2014",5,"Electoral Authoritarian"
"Guinea","2017",2,"Electoral Authoritarian"
"Guinea","2018",1,"Electoral Authoritarian"
"Guinea","2019",4,"Electoral Authoritarian"
"Guinea","2021",1,"Autocratic"
"Equatorial Guinea","1978",4,"Autocratic"
"Equatorial Guinea","1980",1,"Autocratic"
"Equatorial Guinea","1982",5,"Autocratic"
"Equatorial Guinea","1999",3,"Autocratic"
"Equatorial Guinea","2001",7,"Autocratic"
"Equatorial Guinea","2004",7,"Autocratic"
"Equatorial Guinea","2005",11,"Autocratic"
"Equatorial Guinea","2006",7,"Autocratic"
"Equatorial Guinea","2007",28,"Autocratic"
"Equatorial Guinea","2008",30,"Autocratic"
"Equatorial Guinea","2009",68,"Autocratic"
"Equatorial Guinea","2010",3,"Autocratic"
"Equatorial Guinea","2011",56,"Autocratic"
"Equatorial Guinea","2012",60,"Autocratic"
"Equatorial Guinea","2013",2,"Autocratic"
"Equatorial Guinea","2014",92,"Autocratic"
"Equatorial Guinea","2018",20,"Autocratic"
"Equatorial Guinea","2021",0,"Autocratic"
"Slovenia","1991",2,"Democratic"
"Slovenia","1992",10,"Democratic"
"Slovenia","1993",22,"Democratic"
"Slovenia","1994",11,"Democratic"
"Slovenia","1995",22,"Democratic"
"Slovenia","1996",31,"Democratic"
"Slovenia","1997",9,"Democratic"
"Slovenia","1998",4,"Democratic"
"Slovenia","1999",19,"Democratic"
"Slovenia","2000",2,"Democratic"
"Slovenia","2001",41,"Democratic"
"Slovenia","2002",2,"Democratic"
"Slovenia","2003",17,"Democratic"
"Slovenia","2004",17,"Democratic"
"Slovenia","2005",3,"Democratic"
"Slovenia","2006",3,"Democratic"
"Slovenia","2007",2,"Democratic"
"Slovenia","2009",10,"Democratic"
"Slovenia","2010",40,"Democratic"
"Slovenia","2011",28,"Democratic"
"Slovenia","2014",1,"Democratic"
"Slovenia","2021",9,"Democratic"
"Slovenia","2023",26,"Democratic"
"Namibia","1994",2,"Democratic"
"Namibia","1995",4,"Democratic"
"Namibia","1997",5,"Democratic"
"Namibia","1998",5,"Democratic"
"Namibia","2001",21,"Democratic"
"Namibia","2002",11,"Democratic"
"Namibia","2004",16,"Democratic"
"Namibia","2006",75,"Democratic"
"Namibia","2008",25,"Democratic"
"Namibia","2009",15,"Democratic"
"Namibia","2010",3,"Democratic"
"Namibia","2011",1,"Democratic"
"Namibia","2012",57,"Democratic"
"Namibia","2013",9,"Democratic"
"Namibia","2014",2,"Democratic"
"Namibia","2016",3,"Democratic"
"Namibia","2017",35,"Democratic"
"Togo","1960",1,"Autocratic"
"Togo","1964",0,"Autocratic"
"Togo","1965",0,"Autocratic"
"Togo","1968",1,"Autocratic"
"Togo","1969",1,"Autocratic"
"Togo","1970",2,"Autocratic"
"Togo","1971",1,"Autocratic"
"Togo","1973",4,"Autocratic"
"Togo","1975",15,"Autocratic"
"Togo","1976",47,"Autocratic"
"Togo","1977",1,"Autocratic"
"Togo","1978",9,"Autocratic"
"Togo","1979",9,"Autocratic"
"Togo","1980",28,"Autocratic"
"Togo","1981",19,"Autocratic"
"Togo","1982",4,"Autocratic"
"Togo","1983",2,"Autocratic"
"Togo","1986",16,"Autocratic"
"Togo","1987",0,"Autocratic"
"Togo","1988",0,"Autocratic"
"Togo","1991",9,"Autocratic"
"Togo","1992",8,"Autocratic"
"Togo","1994",3,"Electoral Authoritarian"
"Togo","1995",3,"Electoral Authoritarian"
"Togo","1997",9,"Electoral Authoritarian"
"Togo","2010",1,"Electoral Authoritarian"
"Togo","2014",15,"Electoral Authoritarian"
"Togo","2019",6,"Electoral Authoritarian"
"Togo","2020",5,"Electoral Authoritarian"
"Togo","2021",10,"Electoral Authoritarian"
"Togo","2022",60,"Electoral Authoritarian"
"Rwanda","1962",11,"Electoral Authoritarian"
"Rwanda","1964",0,"Autocratic"
"Rwanda","1965",0,"Autocratic"
"Rwanda","1971",0,"Autocratic"
"Rwanda","1972",0,"Autocratic"
"Rwanda","1973",2,"Autocratic"
"Rwanda","1974",1,"Autocratic"
"Rwanda","1975",3,"Autocratic"
"Rwanda","1977",1,"Autocratic"
"Rwanda","1983",4,"Autocratic"
"Rwanda","1984",6,"Autocratic"
"Rwanda","1985",3,"Autocratic"
"Rwanda","1986",2,"Autocratic"
"Rwanda","1988",2,"Autocratic"
"Rwanda","1989",2,"Autocratic"
"Rwanda","1990",3,"Autocratic"
"Rwanda","1991",5,"Autocratic"
"Rwanda","1992",5,"Autocratic"
"Rwanda","1996",1,"Autocratic"
"Rwanda","1997",3,"Autocratic"
"Rwanda","1998",9,"Autocratic"
"Rwanda","1999",21,"Autocratic"
"Rwanda","2000",15,"Autocratic"
"Rwanda","2006",3,"Autocratic"
"Rwanda","2007",20,"Autocratic"
"Rwanda","2008",8,"Autocratic"
"Rwanda","2009",11,"Autocratic"
"Rwanda","2012",5,"Autocratic"
"Rwanda","2013",15,"Autocratic"
"Rwanda","2014",15,"Autocratic"
"Rwanda","2015",29,"Autocratic"
"Rwanda","2017",8,"Autocratic"
"Rwanda","2018",3,"Autocratic"
"Rwanda","2019",1,"Autocratic"
"Rwanda","2021",58,"Autocratic"
"Rwanda","2022",16,"Autocratic"
"Niger","1960",1,"Autocratic"
"Niger","1961",1,"Autocratic"
"Niger","1964",1,"Autocratic"
"Niger","1965",1,"Autocratic"
"Niger","1969",2,"Autocratic"
"Niger","1970",1,"Autocratic"
"Niger","1971",12,"Autocratic"
"Niger","1974",3,"Autocratic"
"Niger","1978",2,"Autocratic"
"Niger","1979",57,"Autocratic"
"Niger","1980",8,"Autocratic"
"Niger","1982",6,"Autocratic"
"Niger","1983",25,"Autocratic"
"Niger","1984",3,"Autocratic"
"Niger","1986",3,"Autocratic"
"Niger","1991",14,"Autocratic"
"Niger","1997",3,"Autocratic"
"Niger","2003",6,"Minimally Democratic"
"Niger","2008",8,"Democratic"
"Niger","2009",1,"Electoral Authoritarian"
"Niger","2013",12,"Minimally Democratic"
"Niger","2014",3,"Minimally Democratic"
"Niger","2015",10,"Minimally Democratic"
"Niger","2016",0,"Minimally Democratic"
"Niger","2017",3,"Minimally Democratic"
"Niger","2018",1,"Minimally Democratic"
"Niger","2019",5,"Minimally Democratic"
"Niger","2020",19,"Minimally Democratic"
"Niger","2021",16,"Minimally Democratic"
"Niger","2022",33,"Minimally Democratic"
"Niger","2023",15,"Electoral Authoritarian"
"North Macedonia","1994",29,"Autocratic"
"North Macedonia","1995",0,"Autocratic"
"North Macedonia","1998",11,"Democratic"
"North Macedonia","2000",17,"Autocratic"
"North Macedonia","2001",118,"Autocratic"
"North Macedonia","2006",0,"Democratic"
"North Macedonia","2012",0,"Electoral Authoritarian"
"North Macedonia","2013",1,"Electoral Authoritarian"
"North Macedonia","2016",0,"Electoral Authoritarian"
"North Macedonia","2022",2,"Minimally Democratic"
"North Macedonia","2023",4,"Minimally Democratic"
"South Sudan","2011",65,"Autocratic"
"South Sudan","2012",2,"Autocratic"
"South Sudan","2013",10,"Autocratic"
"South Sudan","2014",36,"Autocratic"
"South Sudan","2015",19,"Autocratic"
"South Sudan","2016",8,"Autocratic"
"South Sudan","2021",8,"Autocratic"
"South Sudan","2022",10,"Autocratic"
"Burkina Faso","1961",1,"Electoral Authoritarian"
"Burkina Faso","1964",1,"Electoral Authoritarian"
"Burkina Faso","1965",0,"Electoral Authoritarian"
"Burkina Faso","1966",0,"Autocratic"
"Burkina Faso","1968",0,"Autocratic"
"Burkina Faso","1969",1,"Autocratic"
"Burkina Faso","1970",1,"Autocratic"
"Burkina Faso","1971",1,"Autocratic"
"Burkina Faso","1975",14,"Autocratic"
"Burkina Faso","1976",8,"Autocratic"
"Burkina Faso","1977",9,"Autocratic"
"Burkina Faso","1980",0,"Electoral Authoritarian"
"Burkina Faso","1981",9,"Autocratic"
"Burkina Faso","1982",1,"Autocratic"
"Burkina Faso","1983",16,"Autocratic"
"Burkina Faso","1984",9,"Autocratic"
"Burkina Faso","1985",2,"Autocratic"
"Burkina Faso","1986",3,"Autocratic"
"Burkina Faso","1988",12,"Autocratic"
"Burkina Faso","1991",3,"Autocratic"
"Burkina Faso","1993",7,"Electoral Authoritarian"
